item,itemLabel,startDate,endDate
Q1951178,Hans Kolfschoten,1957-02-10,1968-10-16
Q719701,Victor Marijnen,1968-10-16,1975-04-05
Q2952431,Gerard Wallis  de Vries,1975-04-05,1975-10-14
,Frans Schols,1975-10-14,1985-06-01
,Piet Vink,1985-06-01,1985-09-01
Q4618975,Dr.,1985-09-01,1996-08-01
,Peter Noordanus,1996-08-01,1996-12-01
Q356102,Wim Deetman,1996-12-01,2008-01-01
Q2608700,Jetta Klijnsma,2008-01-01,2008-03-26
Q1366279,Jozias van Aartsen,2008-03-26,2017-03-01
Q27863937,Tom de Bruijn,2017-03-01,2017-03-17
Q3259044,Pauline Krikke,2017-03-17,2019-10-06
Q47208581,Boudewijn Revis,2019-10-06,2019-10-12
Q465538,Johan Remkes,2019-10-12,2020-07-01
Q2216667,Jan van Zanen,2020-07-01,
