position,person,personID,start,end
Member of the House of Representatives,Gert Schutte,Q2519686,1981-06-10,2001-02-13
Member of the House of Representatives,Bas van der Vlies,Q4378201,1981-06-10,2010-06-17
Member of the House of Representatives,Frans Weisglas,Q2063650,1982-09-16,2006-11-30
Member of the House of Representatives,Jan te Veldhuis,Q2288138,1982-09-16,2003-01-30
Member of the House of Representatives,Jeltje van Nieuwenhoven,Q2191987,1983-06-16,2004-10-27
Member of the House of Representatives,Dick de Cloe,Q2402912,1986-06-03,2002-05-23
Member of the House of Representatives,Jaap de Hoop Scheffer,Q273812,1986-06-03,2002-05-23
Member of the House of Representatives,Koos van den Berg,Q3282984,1986-06-03,2002-05-23
Member of the House of Representatives,Wim van de Camp,Q952635,1986-06-03,2009-07-14
Member of the House of Representatives,Jacob Reitsma,Q1942231,1986-07-30,2001-06-12
Member of the House of Representatives,Pieter Jan Biesheuvel,Q2003429,1986-07-30,2002-05-23
Member of the House of Representatives,Arthie Schimmel,Q1828801,1989-09-14,2002-05-23
Member of the House of Representatives,Paul Rosenmöller,Q2120911,1989-09-14,2003-01-29
Member of the House of Representatives,Olga Scheltema-de Nie,Q2234810,1989-09-14,2002-05-23
Member of the House of Representatives,Pieter ter Veer,Q2723702,1989-09-14,2002-05-23
Member of the House of Representatives,Ella Kalsbeek,Q3284544,1989-09-14,2001-01-02
Member of the House of Representatives,Eimert van Middelkoop,Q952623,1989-09-14,2001-03-13
Member of the House of Representatives,Martin Zijlstra,Q2316340,1989-11-16,2002-05-23
Member of the House of Representatives,Jan van Zijl,Q2442544,1989-11-16,2000-10-01
Member of the House of Representatives,Ank Bijleveld,Q434816,1989-11-16,2001-01-16
Member of the House of Representatives,Hans Hillen,Q466569,1990-03-20,2002-05-23
Member of the House of Representatives,Jan Dirk Blaauw,Q3144219,1990-05-09,2002-05-22
Member of the House of Representatives,Gerd Leers,Q983180,1990-09-04,2002-02-01
Member of the House of Representatives,Maria van der Hoeven,Q544127,1991-06-11,2002-07-21
Member of the House of Representatives,Peter van Heemst,Q2866464,1991-09-10,2006-05-17
Member of the House of Representatives,Nellie Verbugt,Q5243707,1993-01-19,2002-05-23
Member of the House of Representatives,Jan Marijnissen,Q1396958,1994-05-17,2010-06-17
Member of the House of Representatives,Hella Voûte-Droste,Q1835705,1994-05-17,2002-09-04
Member of the House of Representatives,Rob Oudkerk,Q1925006,1994-05-17,2002-05-23
Member of the House of Representatives,Nancy Dankers,Q1964481,1994-05-17,2002-05-23
Member of the House of Representatives,Sharon Dijksma,Q2000726,1994-05-17,2007-02-22
Member of the House of Representatives,Ursie Lambrechts,Q2137981,1994-05-17,2003-01-30
Member of the House of Representatives,Clemens Cornielje,Q2169982,1994-05-17,2005-08-31
Member of the House of Representatives,Tara Singh Varma,Q2231052,1994-05-17,2001-05-30
